page,country,rev_id,Population mid-2018 (millions),prediction
Chang Yu-hern,Taiwan,793598306.0,23.6,Start
Chen Li-chen,Taiwan,793658481.0,23.6,Stub
Lan Mei-chin,Taiwan,793707308.0,23.6,Start
Chen Chu,Taiwan,793811975.0,23.6,C
Chen Daqi,Taiwan,793812189.0,23.6,Start
Chen Der-hwa,Taiwan,793812212.0,23.6,Start
Chen I-hsing,Taiwan,793812734.0,23.6,Stub
Chen Mingyi (Taiwan),Taiwan,793813745.0,23.6,Stub
Chen Shyh-kwei,Taiwan,793814551.0,23.6,Stub
Chen Wei-zen,Taiwan,793814810.0,23.6,Start
Chen Wu-hsiung,Taiwan,793814925.0,23.6,Stub
Chien Tai-lang,Taiwan,793944091.0,23.6,Stub
Wang Yu-chi,Taiwan,793960068.0,23.6,C
Chiou I-jen,Taiwan,794024114.0,23.6,C
Chiu Ching-chun,Taiwan,794037214.0,23.6,Start
Cho Chun-ying,Taiwan,794046663.0,23.6,Stub
Chu Fu-sung,Taiwan,794102586.0,23.6,Stub
Huang Min-hui,Taiwan,794201626.0,23.6,Start
Wu Yi-chen,Taiwan,794312957.0,23.6,C
Chen Ming-tang,Taiwan,794789618.0,23.6,Start
Helen Chang,Taiwan,795006340.0,23.6,Stub
Huang Sue-ying,Taiwan,795112649.0,23.6,C
Chen Chieh-ju (born 1937),Taiwan,795274175.0,23.6,Stub
Chen Chieh-ju (born 1944),Taiwan,795276642.0,23.6,GA
Chen Ming-tong,Taiwan,795593673.0,23.6,Stub
Calivat Gadu,Taiwan,795593731.0,23.6,Stub
Icyang Parod,Taiwan,795594372.0,23.6,Start
Iwan Nawi,Taiwan,795594483.0,23.6,Stub
Hu Sheng-cheng,Taiwan,795617689.0,23.6,Start
Cyrus Chu,Taiwan,795749472.0,23.6,Start
Chen Ming-jen,Taiwan,795795267.0,23.6,Stub
Henry Hsu,Taiwan,795799497.0,23.6,C
Wang Shu-hui,Taiwan,796023622.0,23.6,Stub
John Wu (politician),Taiwan,796311506.0,23.6,Start
Chiang Been-huang,Taiwan,796682993.0,23.6,Start
Tsai Sheng-pang,Taiwan,796688006.0,23.6,Stub
Chen Jitang,Taiwan,796735041.0,23.6,Start
Chester Chou,Taiwan,796880926.0,23.6,Stub
Sun Lih-chyun,Taiwan,797151419.0,23.6,Start
Jen Hong,Taiwan,797151962.0,23.6,Stub
Chou Ching-yu,Taiwan,797236452.0,23.6,Start
Chungsen Leung,Taiwan,797249053.0,23.6,C
Lin Shih-chia (politician),Taiwan,797278084.0,23.6,C
Peng Wan-ru,Taiwan,797278653.0,23.6,C
Kawlo Iyun Pacidal,Taiwan,797298414.0,23.6,Start
Huang Hsiu-fang,Taiwan,797298510.0,23.6,Stub
Wang Huei-mei,Taiwan,797298511.0,23.6,Stub
Ker Chien-ming,Taiwan,797436566.0,23.6,Start
Chi Cheng (athlete),Taiwan,797769686.0,23.6,C
Hsieh Chi-ta,Taiwan,798247985.0,23.6,GA
Fan Sun-lu,Taiwan,798470372.0,23.6,C
Wu Tieh-cheng,Taiwan,798558498.0,23.6,Stub
Su Chia-chyuan,Taiwan,798603007.0,23.6,Start
Hsu Te-hsiang,Taiwan,798618667.0,23.6,Stub
Yang Fang-wan,Taiwan,798625304.0,23.6,Stub
Yu Cheng-hsien,Taiwan,798627051.0,23.6,Stub
Wei Yung,Taiwan,798901714.0,23.6,Stub
Wang Li-ling,Taiwan,798928248.0,23.6,Start
Chen Yuh-chang,Taiwan,798956889.0,23.6,Start
Chao Yao-tung,Taiwan,798961098.0,23.6,Stub
Chang San-cheng,Taiwan,799085476.0,23.6,Start
Chou Huey-ying,Taiwan,799155030.0,23.6,Stub
Tseng Jing-ling,Taiwan,799327574.0,23.6,Stub
Yu Hsiao-cheng,Taiwan,799329078.0,23.6,Start
Yen Chin-fu,Taiwan,799358729.0,23.6,Start
Kuo Kuo-wen,Taiwan,799503989.0,23.6,Stub
Alice Wang,Taiwan,799517214.0,23.6,Start
Wang Mei-hua,Taiwan,799569252.0,23.6,Stub
Pan Wen-chung,Taiwan,799569300.0,23.6,Stub
Lin Teng-chiao,Taiwan,799569441.0,23.6,Stub
Chuang Tsui-yun,Taiwan,799569518.0,23.6,Stub
Su Jain-rong,Taiwan,799569545.0,23.6,Stub
Wu Tzu-hsin,Taiwan,799569566.0,23.6,Stub
Hou Ching-shan,Taiwan,799569744.0,23.6,Start
Wu Chih-chung,Taiwan,799569814.0,23.6,Stub
Leo Chen-jan Lee,Taiwan,799569911.0,23.6,Stub
Yeh Jiunn-rong,Taiwan,799570146.0,23.6,Stub
Chen Liang-gee,Taiwan,799570409.0,23.6,Start
Chiu Jeng-jiann,Taiwan,799570452.0,23.6,Stub
Tsai Mi-ching,Taiwan,799570482.0,23.6,Stub
Chen Ter-shing,Taiwan,799570515.0,23.6,Stub
Wang Kwo-tsai,Taiwan,799570585.0,23.6,Stub
Fan Chih-ku,Taiwan,799570682.0,23.6,Stub
Chang Ching-sen,Taiwan,799570813.0,23.6,Start
John Deng,Taiwan,799571221.0,23.6,Start
Chang Po-ya,Taiwan,799697356.0,23.6,Start
Ku Meng-yu,Taiwan,799779367.0,23.6,Stub
"Secretary-General to the President, Republic of China",Taiwan,799843322.0,23.6,Start
List of vice premiers of the Republic of China,Taiwan,799989964.0,23.6,B
Lin Wan-i,Taiwan,799999091.0,23.6,Stub
Wu Shiow-ming,Taiwan,799999346.0,23.6,Stub
Huang Mei-ying,Taiwan,799999370.0,23.6,Start
Lee Ruey-tsang,Taiwan,800001909.0,23.6,Start
Huang Tien-mu,Taiwan,800002142.0,23.6,Stub
Li Hsi-mou,Taiwan,800021825.0,23.6,Start
Sisy Chen,Taiwan,800175858.0,23.6,Start
List of Presidents of the Republic of China,Taiwan,800544510.0,23.6,C
Chiu Yi-ying,Taiwan,800589969.0,23.6,C
Cheng Kuei-lien,Taiwan,800604186.0,23.6,Start
Hsu Li-teh,Taiwan,800683260.0,23.6,Stub
Cheng Cheng-mount,Taiwan,800734979.0,23.6,Stub
Catherine Lee (politician),Taiwan,800778462.0,23.6,Start
Thomas Chan,Taiwan,800807109.0,23.6,Stub
Lin Hsi-yao,Taiwan,800998505.0,23.6,Stub
Wu Shu-chen,Taiwan,801023125.0,23.6,C
Yeh Chu-lan,Taiwan,801117394.0,23.6,Start
Hsu Ching-chung,Taiwan,801128796.0,23.6,Stub
Wang Sing-nan,Taiwan,801155536.0,23.6,Stub
Yu Ching-tang,Taiwan,801322683.0,23.6,Stub
Zhu Jiahua,Taiwan,801335752.0,23.6,Stub
Ho Chi-kung,Taiwan,801339676.0,23.6,Stub
Lu Pau-ching,Taiwan,801339711.0,23.6,Stub
Chen Shih-chung,Taiwan,801340733.0,23.6,Start
Huang Tsing-tung,Taiwan,801341152.0,23.6,Stub
Hsueh Jui-yuan,Taiwan,801343345.0,23.6,Stub
Tsai Sen-tien,Taiwan,801343355.0,23.6,Stub
Chiu Tzu-tsung,Taiwan,801345425.0,23.6,Start
Yao Jen-to,Taiwan,801530016.0,23.6,Stub
Annette Lu,Taiwan,801585254.0,23.6,C
Freddy Lim,Taiwan,801645657.0,23.6,C
Angie Chen Button,Taiwan,801741147.0,23.6,C
George Yeh,Taiwan,801815288.0,23.6,Stub
Hsieh Shou-shing,Taiwan,801859379.0,23.6,Stub
Tseng Yung-chuan,Taiwan,802087425.0,23.6,Start
Wellington Koo,Taiwan,802321118.0,23.6,GA
Yu Hanmou,Taiwan,802441573.0,23.6,Stub
Yeh Chin-fong,Taiwan,802652886.0,23.6,Stub
Wang Ching-feng,Taiwan,802652934.0,23.6,Start
Vice President of the Republic of China,Taiwan,802828040.0,23.6,C
Lin Chuan,Taiwan,802873067.0,23.6,Start
Premier of the Republic of China,Taiwan,803011328.0,23.6,Start
Elaine Chao,Taiwan,803533780.0,23.6,GA
Fei Hsi-ping,Taiwan,803664360.0,23.6,Start
Lee Hsin,Taiwan,804116289.0,23.6,Start
Joseph Shih,Taiwan,804271544.0,23.6,Start
Fu Kun-chi,Taiwan,804364721.0,23.6,Start
Tony Hwang,Taiwan,804472002.0,23.6,C
Lin Mei-chu,Taiwan,804479231.0,23.6,Start
Liau Huei-fang,Taiwan,804479995.0,23.6,Stub
Chiang Hsiao-wu,Taiwan,804820558.0,23.6,C
Chiang Hsiao-yung,Taiwan,804820682.0,23.6,Start
Lee Ching-hua,Taiwan,804821168.0,23.6,Start
Tai Chen-yao,Taiwan,804842247.0,23.6,Stub
Kong Jaw-sheng,Taiwan,805084122.0,23.6,Start
Chin Hsiao-hui,Taiwan,805128467.0,23.6,Stub
Chu Chin-peng,Taiwan,805128713.0,23.6,Stub
Fan Chiang Tai-chi,Taiwan,805128932.0,23.6,Stub
Kao Chin Su-mei,Taiwan,805134317.0,23.6,C
Arthur Y. Chen,Taiwan,805147882.0,23.6,Stub
George Hsieh,Taiwan,805197380.0,23.6,Start
Lin Cheng-chieh,Taiwan,805367157.0,23.6,C
Liu Hsien-tong,Taiwan,805476016.0,23.6,Stub
Lee Yuan-tsu,Taiwan,805488141.0,23.6,Start
Lu Yu-wen,Taiwan,805492696.0,23.6,Stub
Fang Chih,Taiwan,805519190.0,23.6,FA
Liu Kuo-chuan,Taiwan,805544726.0,23.6,Stub
List of Secretaries-General of the Executive Yuan,Taiwan,805573383.0,23.6,Start
Hsu Cheng-kuang,Taiwan,805575013.0,23.6,Stub
Hong Hocheng,Taiwan,805575351.0,23.6,Stub
Hochen Tan,Taiwan,805576023.0,23.6,Stub
Hsiao Chia-chi,Taiwan,805576696.0,23.6,Start
Chang Wen-ing,Taiwan,805727872.0,23.6,Stub
Lee Chung-wei,Taiwan,805940086.0,23.6,Stub
President of the Republic of China,Taiwan,805975162.0,23.6,C
Kung Ming-hsin,Taiwan,806112721.0,23.6,Stub
Lin Ching-yi,Taiwan,806133507.0,23.6,Start
Chang Chi-yun,Taiwan,806148768.0,23.6,Stub
Cheng Li-chun,Taiwan,806155804.0,23.6,Stub
Yu Chen Yueh-ying,Taiwan,806231546.0,23.6,Start
Lee Meng-yen,Taiwan,806268022.0,23.6,Stub
Shen Fu-hsiung,Taiwan,806563653.0,23.6,GA
Hsu Jan-yau,Taiwan,806618547.0,23.6,Stub
Chuo Rung-tai,Taiwan,806620283.0,23.6,Stub
Yuh-Line Niou,Taiwan,806748014.0,23.6,Start
Huang Yu-cheng,Taiwan,806765918.0,23.6,Stub
Hung Liang-chuan,Taiwan,806766362.0,23.6,Stub
Hwang Wang-hsiang,Taiwan,806766710.0,23.6,Stub
Lee Chao-ming,Taiwan,806768117.0,23.6,Stub
Lin Jeng-yi,Taiwan,806792292.0,23.6,Stub
List of premiers of the Republic of China,Taiwan,806852291.0,23.6,B
Lin Cho-shui,Taiwan,806871171.0,23.6,GA
Ma Ho-ling,Taiwan,806905510.0,23.6,Start
Chen Chin-jun,Taiwan,806922147.0,23.6,Start
Stephen Shen,Taiwan,806949962.0,23.6,Start
James Soong,Taiwan,806994807.0,23.6,C
Perng Fai-nan,Taiwan,806997382.0,23.6,Start
Tsai Ing-wen,Taiwan,807111302.0,23.6,C
Hou Sheng-mao,Taiwan,807164721.0,23.6,Stub
Lin Tzou-yien,Taiwan,807165879.0,23.6,Start
Wu Tze-cheng,Taiwan,807166244.0,23.6,Stub
Yu Shyi-kun,Taiwan,807262515.0,23.6,C
Tsai Ching-hwa,Taiwan,807288031.0,23.6,Start
H. K. Yang,Taiwan,807301450.0,23.6,Start
Hu Shih,Taiwan,807406935.0,23.6,C
Earl Asim Martin,Saint Kitts and Nevis,687127320.0,,Stub
Paul Southwell,Saint Kitts and Nevis,703666654.0,,Start
Lee Moore (politician),Saint Kitts and Nevis,709078753.0,,Stub
Joseph Parry (politician),Saint Kitts and Nevis,709078817.0,,Start
Robert James Dugu Gordon,Saint Kitts and Nevis,710428915.0,,Stub
Sam Condor,Saint Kitts and Nevis,720360218.0,,Stub
Joseph Nathaniel France,Saint Kitts and Nevis,720572188.0,,Stub
Shawn Richards,Saint Kitts and Nevis,723892438.0,,Start
Patrice Nisbett,Saint Kitts and Nevis,737165159.0,,Stub
Premier of Nevis,Saint Kitts and Nevis,757950077.0,,Stub
Vance Amory,Saint Kitts and Nevis,774778329.0,,C
Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259.0,,Start
Ada Mae Edwards,Saint Kitts and Nevis,779378782.0,,Start
Constance V. Mitcham,Saint Kitts and Nevis,779379168.0,,Start
Marcella Liburd,Saint Kitts and Nevis,783358108.0,,Start
Mark Brantley,Saint Kitts and Nevis,784208810.0,,Start
Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501.0,,Start
Clement Arrindell,Saint Kitts and Nevis,788231533.0,,Start
Tapley Seaton,Saint Kitts and Nevis,792406694.0,,Start
Konris Maynard,Saint Kitts and Nevis,794794927.0,,Stub
Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948.0,,C
Simeon Daniel,Saint Kitts and Nevis,797053483.0,,Start
List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842.0,,Start
Kennedy Simmonds,Saint Kitts and Nevis,798766032.0,,Stub
Timothy Harris,Saint Kitts and Nevis,799339256.0,,Start
Ouboutou Tegremante,Saint Kitts and Nevis,799930780.0,,Stub
Eustace John,Saint Kitts and Nevis,802273418.0,,Stub
Denzil Douglas,Saint Kitts and Nevis,804081241.0,,Start
Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608.0,,Start
Cuthbert Sebastian,Saint Kitts and Nevis,804942241.0,,Start
House of Theemuge,Maldives,687285060.0,0.4,Stub
Ahmed Jamsheed Mohamed,Maldives,692141335.0,0.4,Stub
Ibrahim Didi,Maldives,698807297.0,0.4,Stub
Ibrahim Saleem,Maldives,698807322.0,0.4,Start
Mohamed Munavvar,Maldives,698807325.0,0.4,Start
Mohamed Zahir Hussain,Maldives,698807337.0,0.4,Stub
Azima Shukoor,Maldives,698807345.0,0.4,Stub
Mohamed bin Hajj Ali Thukkala,Maldives,698807371.0,0.4,Stub
Mahmood Razi,Maldives,698807791.0,0.4,Stub
Ibrahim Ismail (politician),Maldives,699979806.0,0.4,C
Mohamed Latheef,Maldives,717958045.0,0.4,Stub
Nasreena Ibrahim,Maldives,723471238.0,0.4,Stub
Ilyas Ibrahim,Maldives,730318690.0,0.4,Stub
Saleem Ali (politician),Maldives,732568340.0,0.4,Stub
Ibrahim Rafeeq,Maldives,739420005.0,0.4,Stub
Abdul Rasheed Hussain,Maldives,742230733.0,0.4,Stub
Abdul Majeed Abdul Bari,Maldives,747575838.0,0.4,Stub
Asim Ahmed,Maldives,749525793.0,0.4,Stub
Moosa Ali Jaleel,Maldives,751510053.0,0.4,C
Ibrahim Hussein Zaki,Maldives,752090492.0,0.4,Stub
Visam Ali,Maldives,756177498.0,0.4,Start
Fatima Ibrahim Didi,Maldives,760582937.0,0.4,Stub
Mustafa Lutfi,Maldives,761714259.0,0.4,Stub
Hilaalee dynasty,Maldives,768329618.0,0.4,Stub
Huraa dynasty,Maldives,768342281.0,0.4,Start
Hala Hameed,Maldives,769772602.0,0.4,Stub
Isdhoo dynasty,Maldives,770096914.0,0.4,Stub
Utheemu dynasty,Maldives,773237494.0,0.4,Stub
Hassan Saeed,Maldives,778835643.0,0.4,C
Mohamed Didi,Maldives,781465765.0,0.4,Stub
Abdulla Hameed,Maldives,781990773.0,0.4,Start
Alhan Fahmy,Maldives,782359593.0,0.4,Start
Mariya Ahmed Didi,Maldives,783562942.0,0.4,Start
Thoriq Ibrahim,Maldives,783567772.0,0.4,Stub
Dunya Maumoon,Maldives,784341377.0,0.4,Start
Folklore of the Maldives,Maldives,784681508.0,0.4,B
Ahmed Mahloof,Maldives,785050631.0,0.4,C
Hassan Farid Didi,Maldives,785096398.0,0.4,Stub
Dhiyamigili dynasty,Maldives,785419307.0,0.4,Stub
Amina Kabafa’anu,Maldives,785666531.0,0.4,Start
Hussain Rasheed Ahmed,Maldives,786208494.0,0.4,Start
Abbas Ibrahim,Maldives,787367107.0,0.4,Start
Abdul Majeed Mahir,Maldives,787398746.0,0.4,Stub
Abdulla Shahid,Maldives,787404087.0,0.4,Start
Adam Shareef,Maldives,787620728.0,0.4,Stub
Afrasheem Ali,Maldives,787797241.0,0.4,Stub
Mohamed Latheef (ambassador),Maldives,788018342.0,0.4,Start
Anara Naeem,Maldives,788976235.0,0.4,Stub
Ahmed Inaz,Maldives,789098398.0,0.4,Start
Aneesa Ahmed,Maldives,789178189.0,0.4,Stub
Ilham Ahmed,Maldives,790346323.0,0.4,Stub
Koimala,Maldives,791161255.0,0.4,Start
Mariyam Azra,Maldives,794434204.0,0.4,Stub
Ahmed Zahir,Maldives,794531326.0,0.4,Stub
Muhammad Jameel Didi,Maldives,796984011.0,0.4,Start
Ibrahim Muhammad Didi,Maldives,797961593.0,0.4,Stub
Mariyam Kaba'afa'anu Rani Kilege,Maldives,798896626.0,0.4,Start
Mohamed Nazim,Maldives,799223991.0,0.4,C
Ahmed Shamheed,Maldives,799228816.0,0.4,Stub
Rozaina Adam,Maldives,799231178.0,0.4,Start
Husnu Al Suood,Maldives,799237014.0,0.4,C
Qasim Ibrahim,Maldives,799239678.0,0.4,C
Mohamed Ashmalee,Maldives,799249781.0,0.4,Start
Maumoon Abdul Gayoom,Maldives,800856044.0,0.4,C
Abdulla Jihad,Maldives,800958423.0,0.4,Start
Ahmed Adeeb,Maldives,800958616.0,0.4,Start
Mohamed Jameel Ahmed,Maldives,800958641.0,0.4,Start
Mohammed Waheed Deen,Maldives,800958678.0,0.4,Stub
Muliaage,Maldives,800959434.0,0.4,C
Ahmed Thasmeen Ali,Maldives,801011064.0,0.4,C
Abdulla Maseeh Mohamed,Maldives,801208204.0,0.4,Start
Mohammed Waheed Hassan,Maldives,802676248.0,0.4,C
Fathimath Dhiyana Saeed,Maldives,802833516.0,0.4,C
Mohamed Nasheed,Maldives,804422091.0,0.4,GA
List of sultans of the Maldives,Maldives,806175967.0,0.4,B
Mohamed Amin Didi,Maldives,806376166.0,0.4,Start
President of the Maldives,Maldives,806378141.0,0.4,Start
Vice President of the Maldives,Maldives,806381439.0,0.4,C
Prime Minister of the Maldives,Maldives,806382215.0,0.4,Stub
Ibrahim Nasir,Maldives,806383210.0,0.4,C
Ibrahim Shihab,Maldives,806383943.0,0.4,Start
Abdulla Yameen,Maldives,806651986.0,0.4,C
Reeko Moosa Manik,Maldives,806890603.0,0.4,Start
Mustafa Osman Obeid Salim,Sudan,687837173.0,41.7,Stub
Muhammad Nadi Pasha,Sudan,719701060.0,41.7,Start
Ibrahim Balandiya,Sudan,721949984.0,41.7,Stub
Ali wad Hilu,Sudan,722237861.0,41.7,Start
Mubarak al Fadil al Mahdi,Sudan,742821828.0,41.7,Stub
Amin Hassan Omar Abdullah,Sudan,743857828.0,41.7,Start
Hassan at-Taheer Zarouq,Sudan,744911717.0,41.7,Start
Jimmy Lemi Milla,Sudan,748939245.0,41.7,Start
Abdullahi Mohammad Ahmad Hassan,Sudan,749137159.0,41.7,Start
Sirajuddin Hamid Yousuf,Sudan,757799334.0,41.7,Stub
Ghazi Salah al-Din al-Atabani,Sudan,759473107.0,41.7,Start
Sirr Al-Khatim Al-Khalifa,Sudan,771130148.0,41.7,C
Su'ad al-Fatih al-Badawi,Sudan,786432752.0,41.7,C
Abdel Rahim Mohammed Hussein,Sudan,787386466.0,41.7,C
Ibrahim el-Salahi,Sudan,787926697.0,41.7,C
Abdallah Deng Nhial,Sudan,789314789.0,41.7,C
Abel Alier,Sudan,789314854.0,41.7,Start
Toby Maduot,Sudan,789314956.0,41.7,Start
Khalid Hassan Abbas,Sudan,789505132.0,41.7,Start
George Kongor Arop,Sudan,789505789.0,41.7,Stub
Ali Osman Taha,Sudan,789506050.0,41.7,C
Siddick Sayed el-Mahdi,Sudan,789973919.0,41.7,Stub
Muhammad Ibrahim Nugud,Sudan,789974107.0,41.7,Stub
Jamal Mohammed Ibrahim,Sudan,789974150.0,41.7,Stub
Mustafa Osman Ismail,Sudan,789974260.0,41.7,Stub
Mabrouk Mubarak Salim,Sudan,789974286.0,41.7,Stub
Ali Ahmed Karti,Sudan,789974289.0,41.7,Stub
Zubair Mohamed Salih,Sudan,789974290.0,41.7,Stub
Osman Kebir,Sudan,789974293.0,41.7,Stub
Salih Mahmoud Osman,Sudan,789974296.0,41.7,Start
Sayed Ahmad Keir,Sudan,789974299.0,41.7,Stub
Ahmed Bilal Osman,Sudan,789974302.0,41.7,Stub
Muhammad Mukhtar Al-Khatib,Sudan,789974309.0,41.7,Stub
Mohamed Salih Omer,Sudan,789974319.0,41.7,Stub
Samson L. Kwaje,Sudan,789974332.0,41.7,Start
Ali Abd al Latif,Sudan,789974343.0,41.7,C
Ibrahim Mahmoud Hamad,Sudan,789974365.0,41.7,Stub
Moses Kacoul Machar,Sudan,789974376.0,41.7,Stub
Abd ul-Hamid Musa Madibbo,Sudan,789974389.0,41.7,Stub
Mubarak al-Fadil,Sudan,789974394.0,41.7,Stub
Abbas al-Fadini,Sudan,789974396.0,41.7,Stub
Saeed Madibo,Sudan,789974397.0,41.7,Stub
Ja'afar Abdul El Hakh,Sudan,789974403.0,41.7,Stub
Shartai Jaafar Abdel Hakam,Sudan,789974410.0,41.7,Stub
Ibrahim Ghandour,Sudan,789974415.0,41.7,Stub
Salah Ali Al-Ghali,Sudan,789974417.0,41.7,Stub
Abdel Halim Muhammad,Sudan,789974423.0,41.7,Stub
Abdallah Bakr Mustafa,Sudan,789974465.0,41.7,Stub
Abdul-Haleem Ismail Al-Mutaafi,Sudan,789974481.0,41.7,Stub
Abdallah Muhammed at-Tom,Sudan,789974517.0,41.7,Stub
Hassabu Mohamed Abdalrahman,Sudan,789974522.0,41.7,Stub
Alhaj Adam Yousef,Sudan,789974539.0,41.7,Stub
Ahmed Awad Ibn Auf,Sudan,789974546.0,41.7,Stub
Abdul-Hamid Musa Kasha,Sudan,789974626.0,41.7,Stub
List of heads of state of Sudan,Sudan,790623504.0,41.7,C
Abdul Wahid al Nur,Sudan,793666485.0,41.7,Stub
Abdel Rahman Swar al-Dahab,Sudan,793718419.0,41.7,Stub
Francis Deng,Sudan,795836523.0,41.7,C
Abd al-Rahman al-Mahdi,Sudan,795853236.0,41.7,FA
Ismail al-Azhari,Sudan,795958014.0,41.7,C
Muhammad Ahmad Mahgoub,Sudan,795975758.0,41.7,Stub
Eliaba James Surur,Sudan,796447870.0,41.7,Start
Peter Nyot Kok,Sudan,797494279.0,41.7,Stub
Awn Alsharif Qasim,Sudan,798077425.0,41.7,Start
Farouk Abu Issa,Sudan,798617013.0,41.7,Stub
Mirghani Alnasri,Sudan,799012335.0,41.7,Stub
Ibrahim Abboud,Sudan,799027348.0,41.7,C
Rashid Bakr,Sudan,799676317.0,41.7,Stub
John Garang,Sudan,799693563.0,41.7,C
Gordon Muortat Mayen,Sudan,799693777.0,41.7,C
Joseph Lagu,Sudan,799694362.0,41.7,Start
Bakri Hassan Saleh,Sudan,799922248.0,41.7,Start
Ret Chol,Sudan,799923926.0,41.7,Start
Samuel Aru Bol,Sudan,800066362.0,41.7,Start
Ahmed al-Mirghani,Sudan,800091530.0,41.7,Start
Gaafar Nimeiry,Sudan,800124827.0,41.7,C
Fatima Abdel Mahmoud,Sudan,800132605.0,41.7,Start
Theophilus Ochang,Sudan,800947889.0,41.7,Start
Muhammad Sharif (Kalifa),Sudan,800961550.0,41.7,Start
List of heads of state of South Sudan,Sudan,801096959.0,41.7,Start
Sudanese Ambassador to the United States,Sudan,801197428.0,41.7,C
Al-Jazuli Daf'allah,Sudan,802314534.0,41.7,Stub
Malik Agar,Sudan,802340254.0,41.7,Start
Salva Kiir Mayardit,Sudan,802421463.0,41.7,C
Lawrence Lual Lual,Sudan,802637357.0,41.7,Start
Vice President of Sudan,Sudan,803001805.0,41.7,C
Abd an-Nabi Abd al-Qadir Mursal,Sudan,803705358.0,41.7,Stub
Dominic Dim Deng,Sudan,803815872.0,41.7,Start
Mansour Khalid,Sudan,804678865.0,41.7,Start
Ahmed Haroun,Sudan,804808535.0,41.7,GA
Abdallahi ibn Muhammad,Sudan,805308710.0,41.7,C
Ghazi al-Sadiq,Sudan,805444943.0,41.7,Stub
Babiker Awadalla,Sudan,805875577.0,41.7,Start
Adil Abdel Aati,Sudan,806884959.0,41.7,Start
Omar al-Bashir,Sudan,807184700.0,41.7,B
Tito Hoz de Vila,Bolivia,687882717.0,11.3,Start
Guillermo Lora,Bolivia,703029024.0,11.3,Stub
Manuel Isidoro Belzu,Bolivia,703105765.0,11.3,C
Mario Monje,Bolivia,704636414.0,11.3,Stub
Carlos Blanco Galindo,Bolivia,708317665.0,11.3,Start
Felipe S. Guzmán,Bolivia,709290152.0,11.3,Stub
Jaime Solares,Bolivia,710390871.0,11.3,Stub
José María Pérez de Urdininea,Bolivia,710786534.0,11.3,Stub
José Miguel de Velasco Franco,Bolivia,713914616.0,11.3,Stub
Jorge Córdova,Bolivia,713915698.0,11.3,Start
Marcelo Quiroga Santa Cruz,Bolivia,713984851.0,11.3,Start
Víctor González Fuentes,Bolivia,716659401.0,11.3,Stub
José Ballivián,Bolivia,717487935.0,11.3,Start
Juan Carlos Riss Cecin,Bolivia,718111958.0,11.3,Stub
Luis Jorge Mayser Ardaya,Bolivia,718121846.0,11.3,Stub
Emigdio Flores Calpiñeiro,Bolivia,718204974.0,11.3,Stub
Saúl Guillermo Klinsky Callaú,Bolivia,718206052.0,11.3,Stub
Jaalil Melgar Mustafá,Bolivia,718206451.0,11.3,Stub
Néstor Guzmán Villarroel,Bolivia,718206692.0,11.3,Stub
Raúl Angelo Porcel Gonzáles,Bolivia,718221939.0,11.3,Stub
Augusto Valda Vargas,Bolivia,718222049.0,11.3,Stub
Lino Villca,Bolivia,718231552.0,11.3,Stub
Jaime Barrón,Bolivia,718271001.0,11.3,Stub
Juan Huanca Colque,Bolivia,718299461.0,11.3,Stub
Francisco Vaca Gutiérrez,Bolivia,718556671.0,11.3,Stub
Alejo Véliz,Bolivia,718714747.0,11.3,Stub
Isaac Ávalos,Bolivia,718714765.0,11.3,Stub
Valentin Abecia,Bolivia,718857505.0,11.3,Stub
Policarpio Castañeta Yujra,Bolivia,719110434.0,11.3,Stub
María Chacón Rendón,Bolivia,719838339.0,11.3,Stub
René Blattmann,Bolivia,720764757.0,11.3,Stub
Carlos Palenque,Bolivia,721028117.0,11.3,Stub
Jorge Ledezma,Bolivia,721290814.0,11.3,Stub
René Joaquino,Bolivia,722649429.0,11.3,Start
Nataniel Aguirre,Bolivia,722921768.0,11.3,C
Pablo Groux,Bolivia,725288491.0,11.3,Start
Francisco Burdett O'Connor,Bolivia,725996845.0,11.3,C
Alfredo Arce Carpio,Bolivia,726846777.0,11.3,Stub
Casimiro Olañeta,Bolivia,728015453.0,11.3,Stub
Hilarión Daza,Bolivia,734367264.0,11.3,C
Esteban Urquizu,Bolivia,735740012.0,11.3,Stub
Bautista Saavedra,Bolivia,736974211.0,11.3,Start
Samuel Jorge Doria Medina Auza,Bolivia,737246214.0,11.3,Stub
Gregorio Pacheco,Bolivia,737456180.0,11.3,Start
Jaime de Zudáñez,Bolivia,737594633.0,11.3,Start
Luis Revilla,Bolivia,739185940.0,11.3,Stub
Juan del Granado,Bolivia,740588523.0,11.3,Start
Ñuflo Chávez Ortiz,Bolivia,741499067.0,11.3,Start
Celso Torrelio,Bolivia,741499163.0,11.3,Start
David Toro,Bolivia,743210630.0,11.3,Start
Jenaro Flores Santos,Bolivia,744926092.0,11.3,C
Alfredo Rada,Bolivia,745054144.0,11.3,Stub
Óscar Zamora Medinaceli,Bolivia,745305345.0,11.3,C
Hormando Vaca Diez,Bolivia,746947345.0,11.3,Stub
